image_path	prompt	question_type	video_type	ground_truth	is_assistive_object	response
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--electric-sanding-disc--clean--VPWD4dPyFkGir_R8Zo5pE7hVFSCeQj5fDSkUNksSF2s.mp4	What type of equipment is being used in the video?	O	clean	['electric sanding disc']	False	Hammer drill
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--front-door-to-house--clean--_TZSWr50DpJXiWcJ05u6BfYh8ZNJx9VXm7b--cgNCO8.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door to house']	False	door | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--front-door-to-house--clean--_EOKuTGUwZDodk62zdhgsznRSDFuqSe9aeStOA-LWuY.mp4	What type of entrance or opening can be seen in the video?	O	clean	['front door to house']	False	door | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--small-screwdriver--clean--fmYRmvMV4KJt97UmpLkeGj_klZwd0wYVlMgSAYg-b0w.mp4	What type of tool appears in the video?	O	clean	['small screwdriver']	False	Screwdriver
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--small-screwdriver--clean--jJRW7AY5ppAZGqAW1i-HAAEZN9lRLFuUXfWz17mBEzw.mp4	What type of tool appears in the video?	O	clean	['small screwdriver']	False	Screwdriver
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--garden-wall--clean--BWHeIByHd2FRo0FQEpBxih1d7SGBKWSGLCYMuXsqNUg.mp4	What type of outdoor structure do you see in the video?	O	clean	['garden wall']	False	Brick wall |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--garden-wall--clean--pzw40t2c32ke5m2mnrch21y3eYspIlt79dSXaEJlmgo.mp4	What type of outdoor structure do you see in the video?	O	clean	['garden wall']	False	Brick wall
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--hand-saw--clean--1X57Jl2yVIYyL3EXfoAnpSXXKl-fhZBH4sVzRU1ALYs.mp4	What type of tool do you see being used in the video?	O	clean	['handsaw']	False	Trowel
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--hand-saw--clean--cSh8pncjW0tOCz0buAs3Z2Rqwjoqnq60JTjT2Ge7z04.mp4	What type of tool do you see being used in the video?	O	clean	['handsaw']	False	Not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--rnib-talking-book-envelope--clean--zrwH8esGeNTeRoQOA0DAx2sgriePBai0y_19fS02y8U.mp4	What kind of device was there?	O	clean	['rnib talking book envelope']	True	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--rnib-talking-book-envelope--clean--i07aHR5TKT4vWKk0qYm4P2Nv3FFI_Dz3o08Scd7Hz9w.mp4	What kind of device was there?	O	clean	['rnib talking book envelope']	True	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--rnib-talking-book-envelope--clean--t333EOlBTNcPWe7hxvc7tK1r2Jtd6rnpsaPsAcgSVvE.mp4	What kind of device was there?	O	clean	['rnib talking book envelope']	True	Air conditioner
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--rnib-talking-book-envelope--clean--CwUrC0BUYAAtElLbJPFZfMRHg61j5mBsJxKJ_BM89uw.mp4	What kind of device was there?	O	clean	['rnib talking book envelope']	True	not enough information 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 1
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--rnib-talking-book-envelope--clean--6bgTAnto8Mm0FYhp3Mjxc4j_2o-82LvHoOLvw7KsJNw.mp4	What kind of device was there?	O	clean	['rnib talking book envelope']	True	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--rnib-talking-book-envelope--clean--4jMFSiRb_ztEek2vG4cQu1AlszvKIjaLJn3BJP-8K3Y.mp4	What kind of device was there?	O	clean	['rnib talking book envelope']	True	not enough information 10 10 10 10 10 10 10 10 10 10 10 10
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P259--speaker--clean--e6lJgxtl1Z48_bNWjCCng85WpDxotLn7nM4nOb0UyoE.mp4	What type of electronic device is being shown in the video?	O	clean	['speaker']	False	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P468--electric-toothbrush--clean--yd_zKPdaJjmOKW7KSjTgE0v4WBoXBZDTD-oMB-RFOaU.mp4	What type of personal hygiene item appears in the video?	O	clean	['electric toothbrush']	False	Toothbrush
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P456--green-artificial-eye--clean--DyJE3E6m14eten5wiXMGYhzdZa2zy6mhXTWVVDaTkEU.mp4	What type of prosthetic is shown in the video?	O	clean	['green artificial eye']	True	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P456--green-artificial-eye--clean--Um7KjEKzFdS8dTRoAy4f5l6dRwqmze6KMXooxHMCh6g.mp4	What type of prosthetic is shown in the video?	O	clean	['green artificial eye']	True	Eye
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P456--green-artificial-eye--clean--XjIrRwfNl5WOHs9Ia8djzu1KHxkZOh2Zny2n-WPbzI8.mp4	What type of prosthetic is shown in the video?	O	clean	['green artificial eye']	True	Eye
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P418--back-door--clean--AY0YHSQqyN7ghHfaMjp_naImUDnZFGP6V0HV397_SOU.mp4	What type of entrance or opening can be seen in the video?	O	clean	['back door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P418--microwave--clean--osSy7GOFOSjLJyCCS1CoFAXP2iKv9kJy2Kv0iafzb2g.mp4	What type of electric appliance do you see in the video?	O	clean	['microwave']	False	Microwave
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P418--home-phone--clean--JcSyDBz1yB52G7ZWBme_Ljp_zDM1qLQyQKgRbaTpQBQ.mp4	What type of communication device is shown in the video?	O	clean	['home phone']	False	Phone
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P418--earphones--clean--hqMYWt4xO3yjlv4GRD1I1F9nQHQDR09kp891MCoWqeg.mp4	What type of ear accessory appears in the video?	O	clean	['earphones']	False	Earphones
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P118--earphones--clean--BZoNjlsNb-ZbFbpicGvc9GgPgR9lXFyahP4zdcK2aFw.mp4	What type of ear accessory appears in the video?	O	clean	['earphones']	False	Earphones
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P418--laptop--clean--WeGDJrQP5RI8faxayiSFmXKiFafDGd4ZavM8LYLoivo.mp4	What type of electronic device do you see in the video?	O	clean	['laptop']	False	Laptop
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P744--ipad-pro--clean--5B5tWUNRM09GyhM-V_ObsiUej7khSPtNtWdoGNdDFvQ.mp4	What type of electronic device appears in the video?	O	clean	['ipad pro']	False	Tablet
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P980--television--clean--0atLUhiKdQdsVI9bYFnzYYWpsiWhVYTEguaziJZmR-4.mp4	What type of electronic device appears in the video?	O	clean	['television']	False	Television
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P900--sports-bag--clean--DNqUCjx_YvPgphaTe55zVI-9EEFUpnOOV94XuGCrwxM.mp4	What type of bag appears in the video?	O	clean	['sports bag']	False	Backpack
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--brown-wheelie-bin--clean--yaJdZ7R2fC-AWpmg-jr5eri872Z0kbr89YomPTlmVTo.mp4	What type of container appears in the video?	O	clean	['brown wheelie bin']	False	Trash can
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P537--cappuccino-pods--clean--FZ4HDG4M53wNJ6sicc_jXEdaXyxvj0dL8hlqGn8OoO8.mp4	What type of coffee product do you see in the video?	O	clean	['cappuccino pods']	False	Cappuccino
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P704--hook--clean--n2fu5l1Htt0i5rA-_JQKktMHT1zWq5jsKGwsya1GDSY.mp4	What type of grooming tool appears in the video?	O	clean	['hook']	False	Comb
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P715--long-cane--clean--Kfk5K6Cg8xrbk4rqM14aUJYLXiLvBuHZjfSIAaJNnnU.mp4	What type of assistive device appears in the video?	O	clean	['long cane']	True	CaneThe image shows a close-up of a cane with a black handle and a white shaft.
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P164--bum-bag--clean--6p2lGCSUn3LFoPakYzq97jfpZu9s-9uUWllIDARO1rA.mp4	What type of bag appears in the video?	O	clean	['bum bag']	False	Backpack
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P118--guide-dog--clean--mY3ddd9TUeZLsiWeHN-idNWrpuMpzSwofhhXVstvRmM.mp4	What type of animal appears in the video?	O	clean	['guide dog']	True	Dog
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P106--guide-dog--clean--EsNfiOuAQ9SDdDd3A_hzy1INyqtf7vEqDKr3TipkBQA.mp4	What type of animal appears in the video?	O	clean	['guide dog']	True	Dog
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--purse--clean--fg9OAz-3iyGNTYf49dPGpiMrCxdLJg8GL8Xqp7H1S5A.mp4	What type of accessory appears in the video?	O	clean	['purse']	False	Pouch
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--guide-dog-harness--clean--a9XPewbLquOABmlpP6KieHiu7NU7MnSbU2nzoFD1CfY.mp4	What type of pet accessory appears in the video?	O	clean	['guide dog harness']	True	Leash
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--guide-dog-harness--clean--2zS1TyHPhsOHB1egu-fzBIhwp1gpgQFU6kYcJq48eDQ.mp4	What type of pet accessory appears in the video?	O	clean	['guide dog harness']	True	Guide
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--guide-dog-harness--clean--jERAjCZPYR2Te00zuEAN-8fYY8DpSZSDwu3J2BJ_-9U.mp4	What type of pet accessory appears in the video?	O	clean	['guide dog harness']	True	Guide
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--guide-dog-harness--clean--1dqiB1n61Q7FZud8gQqaZ6hSkWabYLnint8pgQnbJ54.mp4	What type of pet accessory appears in the video?	O	clean	['guide dog harness']	True	Collar
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P485--guide-dog-harness--clean--Ze_18ZGuz8GEmADwN4ifRFCjZcvh447dqdU2Jbv67aw.mp4	What type of pet accessory appears in the video?	O	clean	['guide dog harness']	True	Guide
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P118--cat--clean--I6IBfqZMwHj-3ZnkELlwtYJ4xNxZP5xiJQ1pmaXqLCI.mp4	What type of animal appears in the video?	O	clean	['cat']	False	Cat
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P478--clear-quartz--clean--kE7kcwiJUVW5elakFEgZaAWYlzrln4hDiIAqYMI4tCM.mp4	What type of accessory do you see in the video?	O	clean	['clear quartz']	False	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P452--apple-tv-ii-remote-control--clean--6gt1IZYBuR_KQGe68uJac9TW758UwDk3ZkGy2vq1clU.mp4	What type of TV accessory in the video?	O	clean	['apple tv remote control']	False	Remote control
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P587--guide-dog-play-cola--clean--s1WqTXaRmmkGEmBvnkGZniqcPgfUITS_3BGR6EXR3xs.mp4	What type of pet accessory appears in the video?	O	clean	['guide dog play collar']	True	Collar
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P100--measuring-spoons--clean--0Y-ajRDMwDb6Rs0sZzt85Lbg9AGD4J2poalK0A1i-_4.mp4	What type of measuring tool do you see in the video?	O	clean	['measuring spoons']	False	Vernier caliper
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P194--blister-pack-of-painkillers--clean--quUan8zAVftSMlGrzfwyxleCqQ3C4Le-oAbvix6y1Sw.mp4	What type of personal item appears in the video?	O	clean	['blister pack of painkillers']	False	Ring
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--my-front-door--clutter--mexau1wDau2zUonjtX3cdC4MHiX8dOCuLHqhfJ-lHQI.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--my-front-door--clutter-pan--UWoB5gCDnndXwRtS00B9cFFVmz9HNajp2IamRDZdBls.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--remote-control--clutter-pan--N8jnHI7tuYb3k7fad5ukmgVthdHh7Hk-3ctJcl2MowE.mp4	What type of TV accessory in the video?	O	clutter	['remote control']	False	Remote control
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--remote-control--clutter--sTOrXEGzZgbCXb70RPvjedmekY7saj5bXdR2yCDr3-8.mp4	What type of TV accessory in the video?	O	clutter	['remote control']	False	Remote control |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--front-door-keys--clutter--cUerWFylPAE1xfN2cvz1z_141sFPrniUhsbq6RTx398.mp4	What type of security-related item did you see?	O	clutter	['front door keys']	False	Key | | | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--front-door-keys--clutter-pan--76-pId9Flz8e59qu2ARB32G2Zv-W0A0UAOgDBlvF0hY.mp4	What type of security-related item did you see?	O	clutter	['front door keys']	False	key | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--hairbrush--clutter--t3m9TW714gm0G4EQyRBJ3sucaMqajCI62UZ9z8ChhMQ.mp4	What type of grooming tool is visible in the video?	O	clutter	['hairbrush']	False	Brush |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--hairbrush--clutter-pan--9w_mMiicmNRRJy6nFG9fod8feM90jFpL_sDLBYLFTKU.mp4	What type of grooming tool is visible in the video?	O	clutter	['hairbrush']	False	Not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--hairbrush--clutter-pan--4zezI-JrLKzwhlpJTajTV7UGIuaX_oFfxD62I-SlaFE.mp4	What type of grooming tool is visible in the video?	O	clutter	['hairbrush']	False	Not enough information\"The image shows a brown leather sofa with a remote control and a small green frog plushie on it.
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--hairbrush--clutter--GL4DgGhfREqG9d3j3RcvY3xZuFMaz3QcKfSU0gLUwJI.mp4	What type of grooming tool is visible in the video?	O	clutter	['hairbrush']	False	Brush | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P177--hairbrush--clutter-pan--a0xCbkuhhwneSqriDvOBA00bTWAX-wbKpMZiMzw4MR4.mp4	What type of grooming tool is visible in the video?	O	clutter	['hairbrush']	False	Comb
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--phone-charger--clutter-pan--c4RZwSWilCWh7k0vqYvfz_YniqyriFE2LvslEbfhvQo.mp4	What type of electronic accessory is being shown?	O	clutter	['phone charger']	False	Charger | | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--phone-charger--clutter--WCDyBE7ZGmvB3nmaX0ns30rQ7sdFbgimNs8Vw1EoQcs.mp4	What type of electronic accessory is being shown?	O	clutter	['phone charger']	False	charger |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--toddler-cup--clutter-pan--j4tF0UctwxhJTkztAWGoXGHH37GmI0HA6OtdP362fHk.mp4	What type of container appears in the video?	O	clutter	['toddler cup']	False	Basket |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--toddler-cup--clutter--3Hvu4sQ7viWy1OnGkduN-njRRRn9RW8_FBU0dtzkhow.mp4	What type of container appears in the video?	O	clutter	['toddler cup']	False	Cup |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--boot--clutter-pan--QuBDhzzWlAgfRUSjUlIGT6rxXufmmbTvtIXUhojfdQg.mp4	What type of clothing do you see in the video?	O	clutter	['boot']	False	Not enough information | | | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--boot--clutter--l5JkB6rLufQbLrMbxagnfbVQJBDX7ZPiXRaJbCqD_Vk.mp4	What type of clothing do you see in the video?	O	clutter	['boot']	False	Not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--sock--clutter-pan--XFuLgqUycM4OL4QZQz3F_HYor0cO_NXuEwKMekB5l0E.mp4	What type of clothing do you see in the foreground of the video?	O	clutter	['sock']	False	Socks | | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--sock--clutter--KH85XTMSu08IoQsjUvdylkieYwdiCjPWYWxB83wz2_k.mp4	What type of clothing do you see in the foreground of the video?	O	clutter	['sock']	False	Socks |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--headphones--clutter--9IaxmkFDBoLwJAb14hkXLgrQKfIzonM8stbEEzIoMWU.mp4	What type of audio accessory appears in the video?	O	clutter	['headphones']	False	Headphones | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P609--headphones--clutter--0h21_jJPFtNa2q2lsDiK6O_2PbUFRWui6UFx-q9AEQE.mp4	What type of audio accessory appears in the video?	O	clutter	['headphones']	False	Earphones
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P609--headphones--clutter-pan--9KXqlAp49txmDjhBKI8LZyX9INV4MJ6M5h4KuBr_7T4.mp4	What type of audio accessory appears in the video?	O	clutter	['headphones']	False	Earphones
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--headphones--clutter--lo39NsraXnhHFb9wcKj81NR3ytuvHyN-9LIYHwYyt2c.mp4	What type of audio accessory appears in the video?	O	clutter	['headphones']	False	Earphones |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P999--headphones--clutter-pan--Zy1rUZryYekECur_3m-JnK-_A5i0wntY0KlI4dOLUVI.mp4	What type of audio accessory appears in the video?	O	clutter	['headphones']	False	Earphones |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--car--clutter-pan--EJpijiPopVmms06MwSeuWpqysLw5-KY9Uah6nxHTG90.mp4	What type of vehicle is visible in the video?	O	clutter	['car']	False	CarThe image shows a black
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P867--car--clutter--nBEmRPepqU7VdxXz34gw81ZWc36BZiMFiXWnxU9h4ug.mp4	What type of vehicle is visible in the video?	O	clutter	['car']	False	CarThe image shows the rear view of a black
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P900--car--clutter--7J2g0bDlCxbYCulfRVv_QxYFv-YgBjS-Z6WnnY3FbOo.mp4	What type of vehicle is visible in the video?	O	clutter	['car']	False	Car 10 10 10 10 10 10 10 10 10 10 10 10 10
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P900--car--clutter-pan--yw10VooWh7s7f-x0Y5DIB57cFeDWaUGTMmsGsZpMpPc.mp4	What type of vehicle is visible in the video?	O	clutter	['car']	False	Car
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P141--car--clutter---cd_QK2YuPAikH0z2F1uhIwzcP9xy_4U_35JXqL2bGM.mp4	What type of vehicle is visible in the video?	O	clutter	['car']	False	Car
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P141--car--clutter---SdwuELwVMb7F-8vNHoGnkGQvoXX7qvxtjm9dsXyk9g.mp4	What type of vehicle is visible in the video?	O	clutter	['car']	False	Car
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--iphone-6--clutter-pan--VisEU0cPU8XO7XEUEumxPC5IyileRue8pRyoz3HbL-g.mp4	What type of personal electronic device appears in the video?	O	clutter	['iphone']	False	Computer mouse # # # # # # # # # # # # # # # # # # # # # #
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--iphone-6--clutter--iHSAorEaALMWnfdC1IP20ViQ6WGqpPlab3oR_x1T-Mg.mp4	What type of personal electronic device appears in the video?	O	clutter	['iphone']	False	Phone |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--front-door--clutter-pan--q8269lm-4ePzTv4SLGZ81skXB-jAOY02MauOfRbuCDs.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--front-door--clutter--DnpLxuvEXFA8phCoqIBe9ZmEq_ZAY-czSxktQPE6nOI.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--front-door--clutter-pan--h1mxWSPXtTZEgzI9hreepefwdYx3ECbvyfu8-5ll6XM.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P455--front-door--clutter--ZFzz-8yYrd5aqD2laVRraGnYCKaKnHuDPEs-Rn1IDxo.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--front-door--clutter--KRxMZOZlGdMGMZlOe2yPsVkZ_a5Z-W6pFhjqynlOO58.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	doorWhat is the main function of the 'if' statement in the provided code snippet?
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--front-door--clutter-pan--6tsWkortURWQ09JtFaMb6aDTP85OuPfMm2AEl0ipCpE.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--front-door--clutter-pan--8LifZxMkrw1CsM2Pcx3BDDkJiiIbQz9NdFBNS7ty_bI.mp4	What type of entrance or opening can be seen in the video?	O	clutter	['front door']	False	door
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--keys--clutter--1WPMC5u6e__DvZXUSjdP6MR1Rr_swGgV_phz1RJICSQ.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	KeysWhat is the main function of the keychain in the image?
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P778--keys--clutter-pan--PgVvo7wWAtziLjS2OMjekF5-Ef8hoyjD7kcm77XjNWU.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Keys | | | | | | | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU.mp4	What type of personal item do you see?	O	clutter	['keys']	False	Keychain
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4.mp4	What type of personal item do you see?	O	clutter	['keys']	False	Key
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--keys--clutter--YWKBnFUnMHUx60TnHK48ZN62_Um5ebfDkp36XzY-ucM.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Key...................................................... .........
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P271--keys--clutter--6-nqhmJ0iJYlnBQ4Z7oJ2BCYuxTcvQuxhI0dRCz2IKs.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Keys
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--keys--clutter-pan--Foqw6P2esJnF8vTw_BwhvUaqSo8pCF4Pfwya1QpI9J8.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	not enough information
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P642--keys--clutter--mPVx_rtcgMl2rBw2aICYlxz-ng6uDndUe0YNo9D-NdM.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Key |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--keys--clutter--n_9vCvoCoQ7w_1h59UL2mjahl-39K6dYX2cG5krGqLU.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Key
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--keys--clutter-pan--NrwtrqBxGTzii78lV9C9FTw2oC-eMuOGLjGNAUTb-VE.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Key box |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P953--keys--clutter--C_ZrtOl-CNF7ayZvInYcymK3bOeBAXcDUh-Psif3xck.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Key box | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--keys--clutter--q8LL0Sjnvxcoem0ogVO5emdVcbT00nnuHEDhRkJxKCo.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Keys | | | | | | | | | | | | | | | | |
/mnt/ceph_rbd/visual-assistant-eval/tasks/orbit_video_question_answering/data/videos/P204--keys--clutter-pan--3zVfhJNlXet26yu1t9bKylZCegLSatAuE5Wue0LJExg.mp4	What type of security-related item did you see?	O	clutter	['keys']	False	Key
