image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000479.jpg	answer en What answers do I type in to win the prize	['xqb', 'xqb', 'kq8', 'unanswerable', 'unanswerable', 'xqb', 'x08', 'xqg', 'xq8', 'xq8 but q could be o 8 could be 6 all caps']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000480.jpg	answer en What's being displayed on my screen?	['unanswerable', 'unanswerable', 'prompt for windows operating system selection', 'boot manager', 'unanswerable', 'unanswerable', 'unanswerable', 'windows boot manager', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000481.jpg	answer en What is this?	['unanswerable', 'laptop', 'laptop screen showing oyster online', 'monitor', 'laptop', 'compter screen', 'laptop computer', 'laptop', 'laptop', 'oyster online webpage']	laptop
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000482.jpg	answer en Can you tell me what's on the screen?	['unanswerable', '4 boxes', 'unanswerable', 'no', 'unanswerable', 'no', 'unanswerable', 'blue box', 'unanswerable', 'macbook']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000483.jpg	answer en Yes I'm wondering if this one's too blurry or not. i'm trying to get a good picture of my medicine bottle. I wanna know what's inside of it before I take it because if I take the wrong it could mean serious trouble. Could someone help me. Thank you.	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000484.jpg	answer en What's on the screen?	['unanswerable', 'google', 'web page', 'google search', 'computer screen', 'google page', 'unanswerable', 'internet browser', 'laptop screen', 'upper left hand browser window']	google search
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000485.jpg	answer en What is this cream?	['unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'question unrelated to image', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000486.jpg	answer en What does this captcha say?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'cannot see captcha', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000487.jpg	answer en What's on this screen?	['unanswerable', 'black square', 'blank window', 'blank screen', 'laptop chips', 'unanswerable', 'blank screen', 'black rectangular box', 'unanswerable', 'black window']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000488.jpg	answer en What is this and does it have a name on it?	['dell charger', 'dell computer plug in', 'power supply dell', 'adapter dell', 'dell charger', 'dell ac adaptor', 'dell battery charger for electronics', 'dell laptop battery', 'power cord yes dell', 'dell laptop charger']	charger
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000489.jpg	answer en Is there some sort of error message on the screen? Thanks!	['yes', 'unanswerable', 'yes', 'yes', 'unanswerable', 'unanswerable', 'yes', 'yes', 'yes', 'yes']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000490.jpg	answer en Did that help any?	['unanswerable', 'unanswerable', 'no', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000491.jpg	answer en The instantaneous voltage across a 27mh inductor is E=5800 sine.	['calculate instantaneous current when t 63 ms', 'unanswerable', 'yes', 'no', 'unanswerable', 'unanswerable', 'yes', 'yes', '63ms', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000492.jpg	answer en What is this computer doing?	['checking system', 'unanswerable', 'disc check', 'checking disk', 'unanswerable', 'unanswerable', 'loading', 'configuring', 'checking for consistency', 'reboot']	checking disk
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000493.jpg	answer en What is this thing?	['laptop', 'unanswerable', 'laptop', 'laptop monitor', 'laptop word processor onscreen', 'laptop', 'computer', 'document page', 'windows media player', 'monitor']	computer
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000494.jpg	answer en What does this dialog box say?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000495.jpg	answer en I need to know what is in the contents of this box, if you could tell me please. I didn't understand the last answer; it didn't sound like anything I owned, but I know that I may-	['wave man', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000496.jpg	answer en What's this?	['laptop', 'unanswerable', 'computer screen showing access apple', 'monitor', 'screen', 'computer screen', 'web page access', 'computer screen', 'sign on screen for apple', 'unanswerable']	computer screen
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000497.jpg	answer en Please read the counter.	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'qmax 6.0 m3h qmin 0.04 m3h v 20 dm3 pmax 0.1 bar t intergaz 00011420', 'unanswerable', 'unanswerable', 'unanswerable']	0102
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000498.jpg	answer en What does this screen say on the laptop?	['unanswerable', 'unanswerable', 'startup repair', 'startup repair', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'startup repair diagnostic window', 'startup repair']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000499.jpg	answer en Hi, can you tell me what this captcha says on the screen? I just tried one and I think it timed out, sorry about that, thank you.	['aktir', 'aktrr', 'arktr', 'aktr', 'arktir', 'aktlr', 'unanswerable', 'unanswerable', 'aktr', 'aktir']	altr
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000500.jpg	answer en What letters. What letters do I type in to win the prize?	['wvk', 'wvk', 'wvk', 'wvk', 'wvk', 'wvk', 'wvk', 'wvk', 'wvk', 'wvk']	wvk
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000501.jpg	answer en What caliber is this bullet?	['unanswerable', 'not bullet', 'thermos', '10', 'unanswerable', 'unanswerable', 'answerable', 'unanswerable', 'unanswerable', '45']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000502.jpg	answer en Ok how about now?	['unanswerable question', 'yes', 'unanswerable', 'computer set', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000503.jpg	answer en What letters do I enter in to win the prize?	['jek', 'jek', 'unanswerable', 'computer screen', 'unanswerable', 'unanswerable', 'unanswerable', 'jek', 'jek', 'jek']	jek
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000504.jpg	answer en What does this dialogue box say and what's highlighted?	['windows cannot repair computer automatically', 'startup repair cannot repair', 'unanswerable', 'computer print out', 'unanswerable', 'unanswerable', 'unanswerable', 'startup repair dont send highlighted', 'dont send', 'startup repair cannot repair this computer automatically highlighted dont send']	dont send
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000505.jpg	answer en ARE YOU ABLE TO SEE THE SELECTED OPTIONS I HAVE? DO YOU SEE WHERE IT SAYS HIGHLIGHTED?	['yes no', 'no', 'unanswerable', 'planter', 'unanswerable', 'unanswerable', 'no', 'no', 'no', 'yes to restore']	restore cancel yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000506.jpg	answer en What is this item?	['unanswerable', 'box spray', 'corkboard wood frame', 'unanswerable', 'poster', 'bulletin board', 'clipboard', 'comic book maker kit', 'art kit', 'spray']	spray la
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000507.jpg	answer en What is in this photograph?	['receipt some paper', 'unanswerable', 'back receipt', 'unanswerable', 'receipt', 'bank receipt', 'backside receipt', 'receipt backwards', 'unanswerable', 'receipt']	paper
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000508.jpg	answer en What's on the screen?	['your computer was unable to start message', 'do you want to restore your computer using system restore', 'startup repair', 'startup repair', 'your computer was unable to start', 'computer unable start message', 'startup repair menu', 'your computer was unable to start', 'unanswerable', 'startup repair']	computer screen
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000509.jpg	answer en what clothing is worn in this photo and how many people?	['no clothing 0 people', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	0
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000510.jpg	answer en What is this?	['computer on desk', 'computer', 'computer desk', 'desk', 'computer on desk', 'desktop computer on small desk', 'computer desk', 'computer', 'workstation computer', 'computer desk desktop computer on']	computer
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000511.jpg	answer en What's on the screen?	['do you want to restore your comp using system restore pop up', 'error message', 'do you want to restore your computer using system restore', 'startup', 'startup repaid diagnostic screen', 'systems restore question: do you want to use to restore your computer', 'startup repair', 'startup repair', 'question to restore computer', 'do you want to restore your computer using system restore']	startup repair
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000512.jpg	answer en Is there any text on the screen? If so, what does it say?	['mac os x all thats legible', 'yes mac os x', 'mac os x', 'yes mac', 'mac os x', 'mac os x', 'mac os c', 'max os x', 'yes', 'mac osx']	yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000513.jpg	answer en Is the ipad on the left or the right?	['neither', 'unanswerable', 'left', 'on top', 'unanswerable', 'left', 'unanswerable', 'both sides', 'no', 'left']	right
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000514.jpg	answer en What screen of windows is this because I cannot tell. 	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'reboot screen', 'unanswerable', 'unanswerable', 'file reboot screen', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000515.jpg	answer en Can you please read this?	['unanswerable', 'letter from infinisource', 'no', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'infinisource', 'unanswerable', 'no cannot read small text']	yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000516.jpg	answer en What is on the screen?	['desktop', 'in which time zone you', 'system clock reset', 'display', 'time zone selection', 'unanswerable', 'time zone selection', 'which time zone you in america new york', 'time zone selection', 'time zone selection']	time zone selection
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000517.jpg	answer en Is there an error message on the screen? And is there an action item or action that needs to be taken?	['unanswerable', 'yes startup repair', 'your computer was unable to start startup repair', 'yes', 'yes move mouse down to right click ok', 'unanswerable', 'startup repair', 'startup repair hit ok', 'yes startup repair', 'yes error message action to be taken']	yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000518.jpg	answer en What is that?	['computers monitor keyboard', 'monitor', 'computer monitor', 'computer screen', 'computer', 'computer monitor', 'computer screen', 'desktop', 'graph', 'graph']	computer
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000519.jpg	answer en What does it say?	['last november we delivered computers to award ceremony', 'persons', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'about giving away refurbished computers', 'award ceremony']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000520.jpg	answer en What does this sign say?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000521.jpg	answer en What is my computer screen showing?	['your computer was unable to restart', 'repairs', 'your computer was unable to start', 'startup repair', 'startup repair', 'startup repair screen', 'attempting repairs', 'attempting repair', 'computer unable to restart', 'windows repairs']	startup repair
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000522.jpg	answer en Okay, hopefully that's not too far up in left.	['windows screen shot', 'unanswerable', 'correct', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000523.jpg	answer en What is the app on the top left?	['message', 'messages app', 'apple messages', 'messages', 'messages', 'messages', 'messages', 'messages', 'messages', 'messages']	messages
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000524.jpg	answer en What does this say?	['address', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000525.jpg	answer en What does this say?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000526.jpg	answer en Is there a visible model number on the front here?	['unanswerable', 'no', 'no', 'no', 'unanswerable', 'unanswerable', 'no', 'no', 'unanswerable', 'unanswerable']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000527.jpg	answer en What's highlighted in this dialog box?	['unanswerable', 'unanswerable', 'dont send', 'unanswerable', 'unanswerable', 'unanswerable', 'repair this computer automatically', 'unanswerable', 'unanswerable', 'cannot read because entire screen not shown']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000528.jpg	answer en Can you see actually the whole screen now and did it actually change when I hit enter?	['no', 'no dont know', 'unanswerable', 'no', 'unanswerable', 'whole screen now', 'user license agreement', 'unanswerable', 'yes on license agreement', 'unanswerable']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000529.jpg	answer en What kind of computer is this?	['macbook', 'macbook', 'unanswerable', 'laptop', 'laptop', 'laptop', 'microsoft', 'mac laptop', 'acer laptop', 'laptop computer']	laptop
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000530.jpg	answer en What does the text in that white box say?	['random confirmation code 94f', 'confirmation code: 94f maybe', 'random confirmation code is: 94f', 'random confirmation code 94f', 'unanswerable', 'unanswerable', 'random confirmation code 94f', 'random confirmation code 94f', 'random confirmation code 94f', 'confirmation code 94f']	94f
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000531.jpg	answer en Hello hello hello.	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000532.jpg	answer en What is the percentage of this download?	['unanswerable', '98%', '99', 'almost complete', 'unanswerable', 'unanswerable', '100%', 'unanswerable', '91%', '95%']	75
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000533.jpg	answer en Is Windows all the way up, or is something loading?	['something loading', 'something loading', 'notifying that current repair cant be cancelled', 'startup repair pop up box', 'startup repair', 'something loading', 'startup repair loading', 'something cannot be cancelled', 'startup repair needs xed oked', 'startup repair box']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000534.jpg	answer en Is this the front side of the paper?	['no', 'no', 'no', 'yes', 'no', 'back side', 'no', 'unanswerable', 'no', 'no']	yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000535.jpg	answer en Is that the Chrysler building?	['no', 'no', 'no', 'yes', 'unanswerable', 'unanswerable', 'no', 'yes', 'unanswerable', 'no']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000536.jpg	answer en Please number and matters?	['02305136 bk g4', 'unanswerable', '02305135', '02305135', 'unanswerable', '02305135', 'unanswerable', 'unanswerable', '02305135', 'unanswerable']	02305135
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000537.jpg	answer en what type of tablets are these?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000538.jpg	answer en What does this say?	['unanswerable', 'unanswerable', 'unanswerable', 'merry christmas', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000539.jpg	answer en What does my computer screen say?	['checking system for problems', 'loading', 'unanswerable', 'searching for problems', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'windows startup repair check', 'unanswerable']	searching for problems
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000540.jpg	answer en What does this say?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unsuitable video', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000541.jpg	answer en What color is this band?	['gold', 'gold', 'gold', 'gold', 'gold', 'gold', 'gold', 'gold', 'gold', 'gold']	gold
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000542.jpg	answer en How much is this?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '400', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000543.jpg	answer en Okay this label, say either bedtime or calming.	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'bedtime', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000544.jpg	answer en Is this?	['laptop', 'computer screen', 'screen', 'unanswerable', 'computer', 'monitor screen', 'unanswerable', 'unanswerable', 'computer screen', 'unanswerable']	computer screen
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000545.jpg	answer en Could you tell me what this screen is saying approximately?	['66.4 gb primary 464 gb system', 'drive options', 'primary', '620.0 mb 66.4 gb primary 46.4 gb system', 'computerscreen', '620 mg 66.4gb 46.4 gb', '46.4gb', 'drive options', 'drive options', '620.0 mb 620.0 mb 66.4 gb 66.4 gb primary 46.6 gb 46.4 gb system']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000546.jpg	answer en What is this? Apple is very easy to use once  you start using it. That's the thing, but you have to start using it. Yes. Its like anything, when someone first started using the computer they couldn't use it.	['service unavailable window in browser', 'computer', 'monitor', 'computer monitor', 'apple tv', 'unanswerable', 'internet explorer', 'unanswerable', 'computer', 'tab that says service unavailable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000547.jpg	answer en What kind of phone is this?	['blackberry', 'blackberry', 'blackberry', 'blackberry', 'blackberry', 'blackberry curve 3g', 'blackberry', 'blackberry', 'blackberry', 'blackberry']	blackberry
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000548.jpg	answer en What's, what's on the screen this time?	['pop up', 'computer screen', 'window', 'unanswerable', 'cant make out', 'computer will restart several times', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000549.jpg	answer en Can you describe what this page looks like? Thank you.	['white 2 lines text', 'paper text', 'typing', 'white sheet paper 2 single typed lines', 'unclear', 'white page w question in center who wrote anonymous letters', '2 sentences on white paper', 'mostly empty', 'yes', 'black type spaces white']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000550.jpg	answer en What kind of RAM is this?	['unanswerable', 'cn o444', 'unanswerable', 'unanswerable', 'ddr sdram pc3200', 'no idea', 'unanswerable', 'unanswerable', 'unanswerable', 'ddr']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000551.jpg	answer en Do you know if I move the cursor with the tab key or the arrow key and either way how many taps do I move it?	['unanswerable', '1', 'unanswerable', 'move to restore', 'press tab key once to choose restore twice to choose cancel', 'unanswerable', 'unanswerable', 'unanswerable', 'no', '1']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000552.jpg	answer en Could you tell me exactly what's on this computer screen please and the options? 	['command screen', 'system recovery window to restart on system failure', 'unanswerable', 'restore mode', 'unanswerable', 'unanswerable', 'system failure run diagnostics restart', 'system recovery', 'unanswerable', 'system failure screen']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000553.jpg	answer en What's on the screen?	['startup screen', 'startup repair window', 'startup repair window', 'system restore', 'prompt to restore computer using startup repair', 'startup repair', 'computer unable start', 'startup repair screen', 'startup repair', 'repair message']	startup repair
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000554.jpg	answer en Is the restore processing or waiting for input from me?	['unanswerable', 'processing', 'no', 'restoring', 'processing', 'processing', 'processing', 'processing', 'processing', 'no']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000555.jpg	answer en Can you tell me what the screen says? The screen capture security code please.	['nikeno', 'nikeno', 'nikeno', 'nikeno', 'nikeno', 'nikeno', 'nikeno', 'nikeno', 'nikeno', 'nikeno']	nikeno
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000556.jpg	answer en Yes this is a Google Street View and I need as detailed a description as possible of the image. Thank you.	['unanswerable', 'has house at far end field trees on', 'building lawn trees', 'street trees grassy area brick building behind trees', 'parking long trees grass building in back', 'grassy park area trees brick building in background', 'trees on left right grass ground ahead brick building straight forward bushes', 'lawn trees building', 'beyond trees looks like office building', 'commercial building grass trees in front building']	street view
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000557.jpg	answer en Okay, I just wanted to know who the return address is on the, or what the return address is on this envelope on the upper left hand corner.	['unanswerable', 'cwa local 103', 'cwa new york new york', 'unanswerable', 'unanswerable', 'unanswerable', '275 seventh avenue new york ny 10001', 'unanswerable', 'unanswerable', 'cwa local 1103']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000558.jpg	answer en Yes, I just need to know what the captcha, or the words are in the captcha image? Thank you.	['unanswerable', 'sonorth 1863', 'unanswerable', 'unanswerable', 'sonorth 1863', 'unanswerable', 'sonorth 1863', 'fonarth 1863', 'onorth', 'sorxsth 1863']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000559.jpg	answer en Can you read this paper please?	['no', 'yes', 'computer system troubleshooting', 'unanswerable', 'unanswerable', 'unanswerable', 'computer system requirements', 'unanswerable', 'unanswerable', 'no']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000560.jpg	answer en What does the screen say?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'windows license terms', 'terms partially off screen', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000561.jpg	answer en What does the screen say?	['software license terms', 'software license terms', 'microsoft software license terms', 'microsoft software license terms windows 7 professional', 'unanswerable', 'software license terms', 'windows license terms', 'microsoft software license terms', 'microsoft software license terms', 'microsoft software licence terms']	microsoft software license terms
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000562.jpg	answer en Hi, in the upper left corner of this page is a captcha. I hope you can read it. Thank you. 	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'v8g', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000563.jpg	answer en Please, I need to know what is the telephone number at this picture?  Thank you.	['3233 4347', '3233 4347', '3233 4347', '3233 4347', '3233 4347', '3233 4347', 'unanswerable', '3233 4347', '3233 4347', '3233 4347']	3233 4347
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000564.jpg	answer en Please tell me any visible text on this screen.	['unanswerable', 'no text visible', 'unanswerable', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000565.jpg	answer en What is the hours on this download	['1 hour 25 minutes', '1 hr 25 remaining', '1 hr 25 mins', '1 hour 25 minutes', '1 hr 25 minutes', '1 hr', '1 hour 25 minutes remaining', '1 hour 25 minutes', '1 hr 25 minutes', '1 hour 25 mins']	1
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000566.jpg	answer en What is my computer screen showing?	['do you want to restore your computer using system restore', 'system restore pop up', 'system restore message', 'asking if you want to restore your computer using system restore', 'box', 'system restore', 'do you want to restore your computer using system restore', 'computer did not start use system restore', 'restore set up', 'system restore']	system restore
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000567.jpg	answer en What does it say on the screen?	['do you want to restore your computer using system cd', 'restore', 'do you want to restore your computer using system', 'your computer was unable to start start repair checking your system for problems', 'do you want to restore your computer using system', 'startup repair', 'your computer unable to start', 'your computer was unable to start start up repair checking your system for problems', 'computer unable to start', 'restore']	your computer was unable to start
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000568.jpg	answer en What is the picture?	['laptop desk', 'laptop wood piece furniture', 'laptop', 'top desk', 'screen', 'wall', 'unanswerable', 'wall partial computer screen', 'laptop', 'wood']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000569.jpg	answer en What animal is on this computer screen?	['no animal', '0', '0', '0', '0', 'no animal in screen', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000570.jpg	answer en What was on the table?	['notebook', 'notebook pen other papers', 'spiral ringed notebook', 'paper pen', 'notebook', 'notebook pen', 'notebook', 'notebook pen', 'paper pen', 'notebook']	notebook
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000571.jpg	answer en What is this screen telling me or asking me to do?	['continue', 'wait update something other', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'insufficient image quality', 'unanswerable', 'notification']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000572.jpg	answer en Can you see the Captcha?	['no', 'no', 'unanswerable', 'no', 'no', 'no', 'no', 'no', 'unanswerable', 'no']	no
